index,Country,Home,Away,Time,League,Season,Result,DT,Away_points,Home_points,Winner
2681,England,Sunderland,Manchester Utd,24.08. 15:00,Premier League,2014/2015,1-1,2014-08-24 15:00:00,1,1,draw
2682,England,Hull,Stoke,24.08. 12:30,Premier League,2014/2015,1-1,2014-08-24 12:30:00,1,1,draw
2683,England,Tottenham,QPR,24.08. 12:30,Premier League,2014/2015,4-0,2014-08-24 12:30:00,0,4,home
2684,England,Everton,Arsenal,23.08. 16:30,Premier League,2014/2015,2-2,2014-08-23 16:30:00,2,2,draw
2685,England,Chelsea,Leicester,23.08. 14:00,Premier League,2014/2015,2-0,2014-08-23 14:00:00,0,2,home
2686,England,Crystal Palace,West Ham,23.08. 14:00,Premier League,2014/2015,1-3,2014-08-23 14:00:00,3,1,away
2687,England,Southampton,West Brom,23.08. 14:00,Premier League,2014/2015,0-0,2014-08-23 14:00:00,0,0,draw
2688,England,Swansea,Burnley,23.08. 14:00,Premier League,2014/2015,1-0,2014-08-23 14:00:00,0,1,home
2689,England,Aston Villa,Newcastle,23.08. 11:45,Premier League,2014/2015,0-0,2014-08-23 11:45:00,0,0,draw
2690,England,Burnley,Chelsea,18.08. 19:00,Premier League,2014/2015,1-3,2014-08-18 19:00:00,3,1,away
2691,England,Newcastle,Manchester City,17.08. 15:00,Premier League,2014/2015,0-2,2014-08-17 15:00:00,2,0,away
2692,England,Liverpool,Southampton,17.08. 12:30,Premier League,2014/2015,2-1,2014-08-17 12:30:00,1,2,home
2693,England,Arsenal,Crystal Palace,16.08. 16:30,Premier League,2014/2015,2-1,2014-08-16 16:30:00,1,2,home
2694,England,Leicester,Everton,16.08. 14:00,Premier League,2014/2015,2-2,2014-08-16 14:00:00,2,2,draw
2695,England,QPR,Hull,16.08. 14:00,Premier League,2014/2015,0-1,2014-08-16 14:00:00,1,0,away
2696,England,Stoke,Aston Villa,16.08. 14:00,Premier League,2014/2015,0-1,2014-08-16 14:00:00,1,0,away
2697,England,West Brom,Sunderland,16.08. 14:00,Premier League,2014/2015,2-2,2014-08-16 14:00:00,2,2,draw
2698,England,West Ham,Tottenham,16.08. 14:00,Premier League,2014/2015,0-1,2014-08-16 14:00:00,1,0,away
2699,England,Manchester Utd,Swansea,16.08. 11:45,Premier League,2014/2015,1-2,2014-08-16 11:45:00,2,1,away
2700,England,Manchester Utd,Bournemouth,17.05. 19:00,Premier League,2015/2016,3-1,2016-05-17 19:00:00,1,3,home
2701,England,Arsenal,Aston Villa,15.05. 14:00,Premier League,2015/2016,4-0,2016-05-15 14:00:00,0,4,home
2702,England,Chelsea,Leicester,15.05. 14:00,Premier League,2015/2016,1-1,2016-05-15 14:00:00,1,1,draw
2703,England,Everton,Norwich,15.05. 14:00,Premier League,2015/2016,3-0,2016-05-15 14:00:00,0,3,home
2704,England,Newcastle,Tottenham,15.05. 14:00,Premier League,2015/2016,5-1,2016-05-15 14:00:00,1,5,home
2705,England,Southampton,Crystal Palace,15.05. 14:00,Premier League,2015/2016,4-1,2016-05-15 14:00:00,1,4,home
2706,England,Stoke,West Ham,15.05. 14:00,Premier League,2015/2016,2-1,2016-05-15 14:00:00,1,2,home
2707,England,Swansea,Manchester City,15.05. 14:00,Premier League,2015/2016,1-1,2016-05-15 14:00:00,1,1,draw
2708,England,Watford,Sunderland,15.05. 14:00,Premier League,2015/2016,2-2,2016-05-15 14:00:00,2,2,draw
2709,England,West Brom,Liverpool,15.05. 14:00,Premier League,2015/2016,1-1,2016-05-15 14:00:00,1,1,draw
2710,England,Liverpool,Chelsea,11.05. 19:00,Premier League,2015/2016,1-1,2016-05-11 19:00:00,1,1,draw
2711,England,Norwich,Watford,11.05. 18:45,Premier League,2015/2016,4-2,2016-05-11 18:45:00,2,4,home
2712,England,Sunderland,Everton,11.05. 18:45,Premier League,2015/2016,3-0,2016-05-11 18:45:00,0,3,home
2713,England,West Ham,Manchester Utd,10.05. 18:45,Premier League,2015/2016,3-2,2016-05-10 18:45:00,2,3,home
2714,England,Liverpool,Watford,08.05. 15:00,Premier League,2015/2016,2-0,2016-05-08 15:00:00,0,2,home
2715,England,Manchester City,Arsenal,08.05. 15:00,Premier League,2015/2016,2-2,2016-05-08 15:00:00,2,2,draw
2716,England,Tottenham,Southampton,08.05. 12:30,Premier League,2015/2016,1-2,2016-05-08 12:30:00,2,1,away
2717,England,Leicester,Everton,07.05. 16:30,Premier League,2015/2016,3-1,2016-05-07 16:30:00,1,3,home
2718,England,Aston Villa,Newcastle,07.05. 14:00,Premier League,2015/2016,0-0,2016-05-07 14:00:00,0,0,draw
2719,England,Bournemouth,West Brom,07.05. 14:00,Premier League,2015/2016,1-1,2016-05-07 14:00:00,1,1,draw
2720,England,Crystal Palace,Stoke,07.05. 14:00,Premier League,2015/2016,2-1,2016-05-07 14:00:00,1,2,home
2721,England,Sunderland,Chelsea,07.05. 14:00,Premier League,2015/2016,3-2,2016-05-07 14:00:00,2,3,home
2722,England,West Ham,Swansea,07.05. 14:00,Premier League,2015/2016,1-4,2016-05-07 14:00:00,4,1,away
2723,England,Norwich,Manchester Utd,07.05. 11:45,Premier League,2015/2016,0-1,2016-05-07 11:45:00,1,0,away
2724,England,Chelsea,Tottenham,02.05. 19:00,Premier League,2015/2016,2-2,2016-05-02 19:00:00,2,2,draw
2725,England,Southampton,Manchester City,01.05. 15:30,Premier League,2015/2016,4-2,2016-05-01 15:30:00,2,4,home
2726,England,Manchester Utd,Leicester,01.05. 13:05,Premier League,2015/2016,1-1,2016-05-01 13:05:00,1,1,draw
2727,England,Swansea,Liverpool,01.05. 11:00,Premier League,2015/2016,3-1,2016-05-01 11:00:00,1,3,home
2728,England,Arsenal,Norwich,30.04. 16:30,Premier League,2015/2016,1-0,2016-04-30 16:30:00,0,1,home
2729,England,Everton,Bournemouth,30.04. 14:00,Premier League,2015/2016,2-1,2016-04-30 14:00:00,1,2,home
2730,England,Newcastle,Crystal Palace,30.04. 14:00,Premier League,2015/2016,1-0,2016-04-30 14:00:00,0,1,home
2731,England,Stoke,Sunderland,30.04. 14:00,Premier League,2015/2016,1-1,2016-04-30 14:00:00,1,1,draw
2732,England,Watford,Aston Villa,30.04. 14:00,Premier League,2015/2016,3-2,2016-04-30 14:00:00,2,3,home
2733,England,West Brom,West Ham,30.04. 14:00,Premier League,2015/2016,0-3,2016-04-30 14:00:00,3,0,away
2734,England,Tottenham,West Brom,25.04. 19:00,Premier League,2015/2016,1-1,2016-04-25 19:00:00,1,1,draw
2735,England,Leicester,Swansea,24.04. 15:15,Premier League,2015/2016,4-0,2016-04-24 15:15:00,0,4,home
2736,England,Sunderland,Arsenal,24.04. 13:05,Premier League,2015/2016,0-0,2016-04-24 13:05:00,0,0,draw
2737,England,Aston Villa,Southampton,23.04. 14:00,Premier League,2015/2016,2-4,2016-04-23 14:00:00,4,2,away
2738,England,Bournemouth,Chelsea,23.04. 14:00,Premier League,2015/2016,1-4,2016-04-23 14:00:00,4,1,away
2739,England,Liverpool,Newcastle,23.04. 14:00,Premier League,2015/2016,2-2,2016-04-23 14:00:00,2,2,draw
2740,England,Manchester City,Stoke,23.04. 11:45,Premier League,2015/2016,4-0,2016-04-23 11:45:00,0,4,home
2741,England,Arsenal,West Brom,21.04. 18:45,Premier League,2015/2016,2-0,2016-04-21 18:45:00,0,2,home
2742,England,Liverpool,Everton,20.04. 19:00,Premier League,2015/2016,4-0,2016-04-20 19:00:00,0,4,home
2743,England,Manchester Utd,Crystal Palace,20.04. 19:00,Premier League,2015/2016,2-0,2016-04-20 19:00:00,0,2,home
2744,England,West Ham,Watford,20.04. 18:45,Premier League,2015/2016,3-1,2016-04-20 18:45:00,1,3,home
2745,England,Newcastle,Manchester City,19.04. 18:45,Premier League,2015/2016,1-1,2016-04-19 18:45:00,1,1,draw
2746,England,Stoke,Tottenham,18.04. 19:00,Premier League,2015/2016,0-4,2016-04-18 19:00:00,4,0,away
2747,England,Arsenal,Crystal Palace,17.04. 15:00,Premier League,2015/2016,1-1,2016-04-17 15:00:00,1,1,draw
2748,England,Bournemouth,Liverpool,17.04. 12:30,Premier League,2015/2016,1-2,2016-04-17 12:30:00,2,1,away
2749,England,Leicester,West Ham,17.04. 12:30,Premier League,2015/2016,2-2,2016-04-17 12:30:00,2,2,draw
2750,England,Chelsea,Manchester City,16.04. 16:30,Premier League,2015/2016,0-3,2016-04-16 16:30:00,3,0,away
2751,England,Everton,Southampton,16.04. 14:00,Premier League,2015/2016,1-1,2016-04-16 14:00:00,1,1,draw
2752,England,Manchester Utd,Aston Villa,16.04. 14:00,Premier League,2015/2016,1-0,2016-04-16 14:00:00,0,1,home
2753,England,Newcastle,Swansea,16.04. 14:00,Premier League,2015/2016,3-0,2016-04-16 14:00:00,0,3,home
2754,England,West Brom,Watford,16.04. 14:00,Premier League,2015/2016,0-1,2016-04-16 14:00:00,1,0,away
2755,England,Norwich,Sunderland,16.04. 11:45,Premier League,2015/2016,0-3,2016-04-16 11:45:00,3,0,away
2756,England,Crystal Palace,Everton,13.04. 19:00,Premier League,2015/2016,0-0,2016-04-13 19:00:00,0,0,draw
2757,England,Liverpool,Stoke,10.04. 15:00,Premier League,2015/2016,4-1,2016-04-10 15:00:00,1,4,home
2758,England,Tottenham,Manchester Utd,10.04. 15:00,Premier League,2015/2016,3-0,2016-04-10 15:00:00,0,3,home
2759,England,Sunderland,Leicester,10.04. 12:30,Premier League,2015/2016,0-2,2016-04-10 12:30:00,2,0,away
2760,England,Manchester City,West Brom,09.04. 16:30,Premier League,2015/2016,2-1,2016-04-09 16:30:00,1,2,home
2761,England,Aston Villa,Bournemouth,09.04. 14:00,Premier League,2015/2016,1-2,2016-04-09 14:00:00,2,1,away
2762,England,Crystal Palace,Norwich,09.04. 14:00,Premier League,2015/2016,1-0,2016-04-09 14:00:00,0,1,home
2763,England,Southampton,Newcastle,09.04. 14:00,Premier League,2015/2016,3-1,2016-04-09 14:00:00,1,3,home
2764,England,Swansea,Chelsea,09.04. 14:00,Premier League,2015/2016,1-0,2016-04-09 14:00:00,0,1,home
2765,England,Watford,Everton,09.04. 14:00,Premier League,2015/2016,1-1,2016-04-09 14:00:00,1,1,draw
2766,England,West Ham,Arsenal,09.04. 11:45,Premier League,2015/2016,3-3,2016-04-09 11:45:00,3,3,draw
2767,England,Manchester Utd,Everton,03.04. 15:00,Premier League,2015/2016,1-0,2016-04-03 15:00:00,0,1,home
2768,England,Leicester,Southampton,03.04. 12:30,Premier League,2015/2016,1-0,2016-04-03 12:30:00,0,1,home
2769,England,Liverpool,Tottenham,02.04. 16:30,Premier League,2015/2016,1-1,2016-04-02 16:30:00,1,1,draw
2770,England,Arsenal,Watford,02.04. 14:00,Premier League,2015/2016,4-0,2016-04-02 14:00:00,0,4,home
2771,England,Bournemouth,Manchester City,02.04. 14:00,Premier League,2015/2016,0-4,2016-04-02 14:00:00,4,0,away
2772,England,Norwich,Newcastle,02.04. 14:00,Premier League,2015/2016,3-2,2016-04-02 14:00:00,2,3,home
2773,England,Stoke,Swansea,02.04. 14:00,Premier League,2015/2016,2-2,2016-04-02 14:00:00,2,2,draw
2774,England,Sunderland,West Brom,02.04. 14:00,Premier League,2015/2016,0-0,2016-04-02 14:00:00,0,0,draw
2775,England,West Ham,Crystal Palace,02.04. 14:00,Premier League,2015/2016,2-2,2016-04-02 14:00:00,2,2,draw
2776,England,Aston Villa,Chelsea,02.04. 11:45,Premier League,2015/2016,0-4,2016-04-02 11:45:00,4,0,away
2777,England,Manchester City,Manchester Utd,20.03. 16:00,Premier League,2015/2016,0-1,2016-03-20 16:00:00,1,0,away
2778,England,Tottenham,Bournemouth,20.03. 16:00,Premier League,2015/2016,3-0,2016-03-20 16:00:00,0,3,home
2779,England,Newcastle,Sunderland,20.03. 13:30,Premier League,2015/2016,1-1,2016-03-20 13:30:00,1,1,draw
2780,England,Southampton,Liverpool,20.03. 13:30,Premier League,2015/2016,3-2,2016-03-20 13:30:00,2,3,home
2781,England,Swansea,Aston Villa,19.03. 17:30,Premier League,2015/2016,1-0,2016-03-19 17:30:00,0,1,home
2782,England,Chelsea,West Ham,19.03. 15:00,Premier League,2015/2016,2-2,2016-03-19 15:00:00,2,2,draw
2783,England,Crystal Palace,Leicester,19.03. 15:00,Premier League,2015/2016,0-1,2016-03-19 15:00:00,1,0,away
2784,England,Watford,Stoke,19.03. 15:00,Premier League,2015/2016,1-2,2016-03-19 15:00:00,2,1,away
2785,England,West Brom,Norwich,19.03. 15:00,Premier League,2015/2016,0-1,2016-03-19 15:00:00,1,0,away
2786,England,Everton,Arsenal,19.03. 12:45,Premier League,2015/2016,0-2,2016-03-19 12:45:00,2,0,away
2787,England,Leicester,Newcastle,14.03. 20:00,Premier League,2015/2016,1-0,2016-03-14 20:00:00,0,1,home
2788,England,Aston Villa,Tottenham,13.03. 16:00,Premier League,2015/2016,0-2,2016-03-13 16:00:00,2,0,away
2789,England,Bournemouth,Swansea,12.03. 15:00,Premier League,2015/2016,3-2,2016-03-12 15:00:00,2,3,home
2790,England,Stoke,Southampton,12.03. 15:00,Premier League,2015/2016,1-2,2016-03-12 15:00:00,2,1,away
2791,England,Norwich,Manchester City,12.03. 12:45,Premier League,2015/2016,0-0,2016-03-12 12:45:00,0,0,draw
2792,England,West Brom,Manchester Utd,06.03. 16:00,Premier League,2015/2016,1-0,2016-03-06 16:00:00,0,1,home
2793,England,Crystal Palace,Liverpool,06.03. 13:30,Premier League,2015/2016,1-2,2016-03-06 13:30:00,2,1,away
2794,England,Watford,Leicester,05.03. 17:30,Premier League,2015/2016,0-1,2016-03-05 17:30:00,1,0,away
2795,England,Chelsea,Stoke,05.03. 15:00,Premier League,2015/2016,1-1,2016-03-05 15:00:00,1,1,draw
2796,England,Everton,West Ham,05.03. 15:00,Premier League,2015/2016,2-3,2016-03-05 15:00:00,3,2,away
2797,England,Manchester City,Aston Villa,05.03. 15:00,Premier League,2015/2016,4-0,2016-03-05 15:00:00,0,4,home
2798,England,Newcastle,Bournemouth,05.03. 15:00,Premier League,2015/2016,1-3,2016-03-05 15:00:00,3,1,away
2799,England,Southampton,Sunderland,05.03. 15:00,Premier League,2015/2016,1-1,2016-03-05 15:00:00,1,1,draw
2800,England,Swansea,Norwich,05.03. 15:00,Premier League,2015/2016,1-0,2016-03-05 15:00:00,0,1,home
2801,England,Tottenham,Arsenal,05.03. 12:45,Premier League,2015/2016,2-2,2016-03-05 12:45:00,2,2,draw
2802,England,Liverpool,Manchester City,02.03. 20:00,Premier League,2015/2016,3-0,2016-03-02 20:00:00,0,3,home
2803,England,Manchester Utd,Watford,02.03. 20:00,Premier League,2015/2016,1-0,2016-03-02 20:00:00,0,1,home
2804,England,Arsenal,Swansea,02.03. 19:45,Premier League,2015/2016,1-2,2016-03-02 19:45:00,2,1,away
2805,England,Stoke,Newcastle,02.03. 19:45,Premier League,2015/2016,1-0,2016-03-02 19:45:00,0,1,home
2806,England,West Ham,Tottenham,02.03. 19:45,Premier League,2015/2016,1-0,2016-03-02 19:45:00,0,1,home
2807,England,Aston Villa,Everton,01.03. 19:45,Premier League,2015/2016,1-3,2016-03-01 19:45:00,3,1,away
2808,England,Bournemouth,Southampton,01.03. 19:45,Premier League,2015/2016,2-0,2016-03-01 19:45:00,0,2,home
2809,England,Leicester,West Brom,01.03. 19:45,Premier League,2015/2016,2-2,2016-03-01 19:45:00,2,2,draw
2810,England,Norwich,Chelsea,01.03. 19:45,Premier League,2015/2016,1-2,2016-03-01 19:45:00,2,1,away
2811,England,Sunderland,Crystal Palace,01.03. 19:45,Premier League,2015/2016,2-2,2016-03-01 19:45:00,2,2,draw
2812,England,Manchester Utd,Arsenal,28.02. 14:05,Premier League,2015/2016,3-2,2016-02-28 14:05:00,2,3,home
2813,England,Tottenham,Swansea,28.02. 14:05,Premier League,2015/2016,2-1,2016-02-28 14:05:00,1,2,home
2814,England,West Brom,Crystal Palace,27.02. 17:30,Premier League,2015/2016,3-2,2016-02-27 17:30:00,2,3,home
2815,England,Leicester,Norwich,27.02. 15:00,Premier League,2015/2016,1-0,2016-02-27 15:00:00,0,1,home
2816,England,Southampton,Chelsea,27.02. 15:00,Premier League,2015/2016,1-2,2016-02-27 15:00:00,2,1,away
2817,England,Stoke,Aston Villa,27.02. 15:00,Premier League,2015/2016,2-1,2016-02-27 15:00:00,1,2,home
2818,England,Watford,Bournemouth,27.02. 15:00,Premier League,2015/2016,0-0,2016-02-27 15:00:00,0,0,draw
2819,England,West Ham,Sunderland,27.02. 12:45,Premier League,2015/2016,1-0,2016-02-27 12:45:00,0,1,home
2820,England,Manchester City,Tottenham,14.02. 16:15,Premier League,2015/2016,1-2,2016-02-14 16:15:00,2,1,away
2821,England,Aston Villa,Liverpool,14.02. 14:05,Premier League,2015/2016,0-6,2016-02-14 14:05:00,6,0,away
2822,England,Arsenal,Leicester,14.02. 12:00,Premier League,2015/2016,2-1,2016-02-14 12:00:00,1,2,home
2823,England,Chelsea,Newcastle,13.02. 17:30,Premier League,2015/2016,5-1,2016-02-13 17:30:00,1,5,home
2824,England,Bournemouth,Stoke,13.02. 15:00,Premier League,2015/2016,1-3,2016-02-13 15:00:00,3,1,away
2825,England,Crystal Palace,Watford,13.02. 15:00,Premier League,2015/2016,1-2,2016-02-13 15:00:00,2,1,away
2826,England,Everton,West Brom,13.02. 15:00,Premier League,2015/2016,0-1,2016-02-13 15:00:00,1,0,away
2827,England,Norwich,West Ham,13.02. 15:00,Premier League,2015/2016,2-2,2016-02-13 15:00:00,2,2,draw
2828,England,Swansea,Southampton,13.02. 15:00,Premier League,2015/2016,0-1,2016-02-13 15:00:00,1,0,away
2829,England,Sunderland,Manchester Utd,13.02. 12:45,Premier League,2015/2016,2-1,2016-02-13 12:45:00,1,2,home
2830,England,Chelsea,Manchester Utd,07.02. 16:00,Premier League,2015/2016,1-1,2016-02-07 16:00:00,1,1,draw
2831,England,Bournemouth,Arsenal,07.02. 13:30,Premier League,2015/2016,0-2,2016-02-07 13:30:00,2,0,away
2832,England,Southampton,West Ham,06.02. 17:30,Premier League,2015/2016,1-0,2016-02-06 17:30:00,0,1,home
2833,England,Aston Villa,Norwich,06.02. 15:00,Premier League,2015/2016,2-0,2016-02-06 15:00:00,0,2,home
2834,England,Liverpool,Sunderland,06.02. 15:00,Premier League,2015/2016,2-2,2016-02-06 15:00:00,2,2,draw
2835,England,Newcastle,West Brom,06.02. 15:00,Premier League,2015/2016,1-0,2016-02-06 15:00:00,0,1,home
2836,England,Stoke,Everton,06.02. 15:00,Premier League,2015/2016,0-3,2016-02-06 15:00:00,3,0,away
2837,England,Swansea,Crystal Palace,06.02. 15:00,Premier League,2015/2016,1-1,2016-02-06 15:00:00,1,1,draw
2838,England,Tottenham,Watford,06.02. 15:00,Premier League,2015/2016,1-0,2016-02-06 15:00:00,0,1,home
2839,England,Manchester City,Leicester,06.02. 12:45,Premier League,2015/2016,1-3,2016-02-06 12:45:00,3,1,away
2840,England,Everton,Newcastle,03.02. 19:45,Premier League,2015/2016,3-0,2016-02-03 19:45:00,0,3,home
2841,England,Watford,Chelsea,03.02. 19:45,Premier League,2015/2016,0-0,2016-02-03 19:45:00,0,0,draw
2842,England,Crystal Palace,Bournemouth,02.02. 20:00,Premier League,2015/2016,1-2,2016-02-02 20:00:00,2,1,away
2843,England,Manchester Utd,Stoke,02.02. 20:00,Premier League,2015/2016,3-0,2016-02-02 20:00:00,0,3,home
2844,England,West Brom,Swansea,02.02. 20:00,Premier League,2015/2016,1-1,2016-02-02 20:00:00,1,1,draw
2845,England,Arsenal,Southampton,02.02. 19:45,Premier League,2015/2016,0-0,2016-02-02 19:45:00,0,0,draw
2846,England,Leicester,Liverpool,02.02. 19:45,Premier League,2015/2016,2-0,2016-02-02 19:45:00,0,2,home
2847,England,Norwich,Tottenham,02.02. 19:45,Premier League,2015/2016,0-3,2016-02-02 19:45:00,3,0,away
2848,England,Sunderland,Manchester City,02.02. 19:45,Premier League,2015/2016,0-1,2016-02-02 19:45:00,1,0,away
2849,England,West Ham,Aston Villa,02.02. 19:45,Premier League,2015/2016,2-0,2016-02-02 19:45:00,0,2,home
2850,England,Arsenal,Chelsea,24.01. 16:00,Premier League,2015/2016,0-1,2016-01-24 16:00:00,1,0,away
2851,England,Everton,Swansea,24.01. 13:30,Premier League,2015/2016,1-2,2016-01-24 13:30:00,2,1,away
2852,England,West Ham,Manchester City,23.01. 17:30,Premier League,2015/2016,2-2,2016-01-23 17:30:00,2,2,draw
2853,England,Crystal Palace,Tottenham,23.01. 15:00,Premier League,2015/2016,1-3,2016-01-23 15:00:00,3,1,away
2854,England,Leicester,Stoke,23.01. 15:00,Premier League,2015/2016,3-0,2016-01-23 15:00:00,0,3,home
2855,England,Manchester Utd,Southampton,23.01. 15:00,Premier League,2015/2016,0-1,2016-01-23 15:00:00,1,0,away
2856,England,Sunderland,Bournemouth,23.01. 15:00,Premier League,2015/2016,1-1,2016-01-23 15:00:00,1,1,draw
2857,England,Watford,Newcastle,23.01. 15:00,Premier League,2015/2016,2-1,2016-01-23 15:00:00,1,2,home
2858,England,West Brom,Aston Villa,23.01. 15:00,Premier League,2015/2016,0-0,2016-01-23 15:00:00,0,0,draw
2859,England,Norwich,Liverpool,23.01. 12:45,Premier League,2015/2016,4-5,2016-01-23 12:45:00,5,4,away
2860,England,Swansea,Watford,18.01. 20:00,Premier League,2015/2016,1-0,2016-01-18 20:00:00,0,1,home
2861,England,Stoke,Arsenal,17.01. 16:15,Premier League,2015/2016,0-0,2016-01-17 16:15:00,0,0,draw
2862,England,Liverpool,Manchester Utd,17.01. 14:05,Premier League,2015/2016,0-1,2016-01-17 14:05:00,1,0,away
2863,England,Aston Villa,Leicester,16.01. 17:30,Premier League,2015/2016,1-1,2016-01-16 17:30:00,1,1,draw
2864,England,Bournemouth,Norwich,16.01. 15:00,Premier League,2015/2016,3-0,2016-01-16 15:00:00,0,3,home
2865,England,Chelsea,Everton,16.01. 15:00,Premier League,2015/2016,3-3,2016-01-16 15:00:00,3,3,draw
2866,England,Manchester City,Crystal Palace,16.01. 15:00,Premier League,2015/2016,4-0,2016-01-16 15:00:00,0,4,home
2867,England,Newcastle,West Ham,16.01. 15:00,Premier League,2015/2016,2-1,2016-01-16 15:00:00,1,2,home
2868,England,Southampton,West Brom,16.01. 15:00,Premier League,2015/2016,3-0,2016-01-16 15:00:00,0,3,home
2869,England,Tottenham,Sunderland,16.01. 12:45,Premier League,2015/2016,4-1,2016-01-16 12:45:00,1,4,home
2870,England,Liverpool,Arsenal,13.01. 20:00,Premier League,2015/2016,3-3,2016-01-13 20:00:00,3,3,draw
2871,England,Tottenham,Leicester,13.01. 20:00,Premier League,2015/2016,0-1,2016-01-13 20:00:00,1,0,away
2872,England,Chelsea,West Brom,13.01. 19:45,Premier League,2015/2016,2-2,2016-01-13 19:45:00,2,2,draw
2873,England,Manchester City,Everton,13.01. 19:45,Premier League,2015/2016,0-0,2016-01-13 19:45:00,0,0,draw
2874,England,Southampton,Watford,13.01. 19:45,Premier League,2015/2016,2-0,2016-01-13 19:45:00,0,2,home
2875,England,Stoke,Norwich,13.01. 19:45,Premier League,2015/2016,3-1,2016-01-13 19:45:00,1,3,home
2876,England,Swansea,Sunderland,13.01. 19:45,Premier League,2015/2016,2-4,2016-01-13 19:45:00,4,2,away
2877,England,Aston Villa,Crystal Palace,12.01. 19:45,Premier League,2015/2016,1-0,2016-01-12 19:45:00,0,1,home
2878,England,Bournemouth,West Ham,12.01. 19:45,Premier League,2015/2016,1-3,2016-01-12 19:45:00,3,1,away
2879,England,Newcastle,Manchester Utd,12.01. 19:45,Premier League,2015/2016,3-3,2016-01-12 19:45:00,3,3,draw
