Country,Home,Away,Time,League,Season,Result
Poland,Olsztyn,Bedzin,20.10. 15:30,PlusLiga,2018/2019,3-0
Poland,Belchatow,Gdansk,20.10. 12:45,PlusLiga,2018/2019,3-2
Poland,Kedzierzyn-Kozle,Bydgoszcz,19.10. 16:00,PlusLiga,2018/2019,3-0
Poland,Rzeszow,ONICO Warszawa,17.10. 18:30,PlusLiga,2018/2019,1-3
Poland,Gdansk,GKS Katowice,17.10. 16:30,PlusLiga,2018/2019,3-2
Poland,Cuprum,Bydgoszcz,17.10. 16:00,PlusLiga,2018/2019,1-3
Poland,Olsztyn,Czarni Radom,17.10. 16:00,PlusLiga,2018/2019,0-3
Poland,Szczecin,Kedzierzyn-Kozle,17.10. 16:00,PlusLiga,2018/2019,0-3
Poland,Zawiercie,Jastrzebski,17.10. 16:00,PlusLiga,2018/2019,2-3
Poland,Belchatow,Bedzin,17.10. 15:00,PlusLiga,2018/2019,3-1
Poland,Bydgoszcz,Belchatow,15.10. 16:00,PlusLiga,2018/2019,3-2
Poland,GKS Katowice,Olsztyn,14.10. 15:30,PlusLiga,2018/2019,3-1
Poland,Bedzin,Kedzierzyn-Kozle,13.10. 15:30,PlusLiga,2018/2019,1-3
Poland,ONICO Warszawa,Cuprum,12.10. 18:30,PlusLiga,2018/2019,3-0
Poland,Czarni Radom,Jastrzebski,12.10. 16:00,PlusLiga,2018/2019,0-3
Poland,Kedzierzyn-Kozle,Rzeszow,14.05. 16:00,PlusLiga,2009/2010,0-3
Poland,Rzeszow,Kedzierzyn-Kozle,11.05. 18:30,PlusLiga,2009/2010,3-1
Poland,Jastrzebski,Belchatow,11.05. 16:00,PlusLiga,2009/2010,2-3
Poland,Jastrzebski,Belchatow,10.05. 18:30,PlusLiga,2009/2010,0-3
Poland,Rzeszow,Kedzierzyn-Kozle,10.05. 16:00,PlusLiga,2009/2010,3-2
Poland,Belchatow,Jastrzebski,07.05. 16:00,PlusLiga,2009/2010,3-1
Poland,Kedzierzyn-Kozle,Rzeszow,07.05. 16:00,PlusLiga,2009/2010,3-1
Poland,Belchatow,Jastrzebski,06.05. 16:00,PlusLiga,2009/2010,2-3
Poland,Kedzierzyn-Kozle,Rzeszow,06.05. 16:00,PlusLiga,2009/2010,3-0
Poland,Czestochowa,Bydgoszcz,30.04. 16:30,PlusLiga,2009/2010,3-1
Poland,Czestochowa,Bydgoszcz,29.04. 16:00,PlusLiga,2009/2010,3-2
Poland,Kedzierzyn-Kozle,Jastrzebski,27.04. 16:00,PlusLiga,2009/2010,2-3
Poland,Bydgoszcz,Czestochowa,26.04. 16:00,PlusLiga,2009/2010,3-1
Poland,Jadar Radom,ONICO Warszawa,24.04. 15:00,PlusLiga,2009/2010,3-2
Poland,Jastrzebski,Kedzierzyn-Kozle,24.04. 12:45,PlusLiga,2009/2010,3-2
Poland,Rzeszow,Belchatow,24.04. 12:45,PlusLiga,2009/2010,0-3
Poland,Rzeszow,Belchatow,23.04. 18:30,PlusLiga,2009/2010,3-2
Poland,Jastrzebski,Kedzierzyn-Kozle,23.04. 16:00,PlusLiga,2009/2010,2-3
Poland,Bydgoszcz,Olsztyn,22.04. 16:00,PlusLiga,2009/2010,3-2
Poland,Belchatow,Rzeszow,20.04. 18:30,PlusLiga,2009/2010,3-1
Poland,Kedzierzyn-Kozle,Jastrzebski,20.04. 16:00,PlusLiga,2009/2010,3-2
Poland,Belchatow,Rzeszow,19.04. 18:30,PlusLiga,2009/2010,3-1
Poland,Czestochowa,Wielun,19.04. 16:30,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Jastrzebski,19.04. 16:00,PlusLiga,2009/2010,1-3
Poland,Olsztyn,Bydgoszcz,19.04. 16:00,PlusLiga,2009/2010,2-3
Poland,Wielun,Czestochowa,09.04. 16:30,PlusLiga,2009/2010,1-3
Poland,Jadar Radom,ONICO Warszawa,09.04. 16:00,PlusLiga,2009/2010,3-0
Poland,Bydgoszcz,Jastrzebski,02.04. 16:00,PlusLiga,2009/2010,1-3
Poland,Olsztyn,Kedzierzyn-Kozle,02.04. 16:00,PlusLiga,2009/2010,0-3
Poland,Bydgoszcz,Jastrzebski,01.04. 16:00,PlusLiga,2009/2010,3-0
Poland,Olsztyn,Kedzierzyn-Kozle,01.04. 16:00,PlusLiga,2009/2010,0-3
Poland,Czestochowa,Rzeszow,31.03. 18:30,PlusLiga,2009/2010,0-3
Poland,Wielun,Belchatow,31.03. 17:00,PlusLiga,2009/2010,0-3
Poland,ONICO Warszawa,Jadar Radom,31.03. 16:00,PlusLiga,2009/2010,1-3
Poland,Jastrzebski,Bydgoszcz,29.03. 16:00,PlusLiga,2009/2010,3-1
Poland,Jastrzebski,Bydgoszcz,28.03. 14:00,PlusLiga,2009/2010,3-1
Poland,Belchatow,Wielun,27.03. 16:00,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Olsztyn,27.03. 16:00,PlusLiga,2009/2010,2-3
Poland,Rzeszow,Czestochowa,27.03. 16:00,PlusLiga,2009/2010,3-2
Poland,Belchatow,Wielun,26.03. 18:30,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Olsztyn,26.03. 17:00,PlusLiga,2009/2010,3-0
Poland,Rzeszow,Czestochowa,26.03. 17:00,PlusLiga,2009/2010,3-0
Poland,Jadar Radom,ONICO Warszawa,26.03. 17:00,PlusLiga,2009/2010,2-3
Poland,Belchatow,Jadar Radom,20.03. 16:00,PlusLiga,2009/2010,3-0
Poland,Rzeszow,ONICO Warszawa,20.03. 16:00,PlusLiga,2009/2010,3-0
Poland,Wielun,Czestochowa,20.03. 16:00,PlusLiga,2009/2010,3-0
Poland,Bydgoszcz,Jastrzebski,20.03. 13:45,PlusLiga,2009/2010,0-3
Poland,Kedzierzyn-Kozle,Olsztyn,19.03. 17:00,PlusLiga,2009/2010,3-0
Poland,Bydgoszcz,Rzeszow,14.03. 13:45,PlusLiga,2009/2010,0-3
Poland,Czestochowa,Kedzierzyn-Kozle,14.03. 13:45,PlusLiga,2009/2010,1-3
Poland,Olsztyn,Jastrzebski,14.03. 13:45,PlusLiga,2009/2010,1-3
Poland,ONICO Warszawa,Belchatow,13.03. 17:00,PlusLiga,2009/2010,1-3
Poland,Jadar Radom,Wielun,12.03. 17:00,PlusLiga,2009/2010,3-1
Poland,Wielun,Kedzierzyn-Kozle,06.03. 17:00,PlusLiga,2009/2010,2-3
Poland,Belchatow,Bydgoszcz,06.03. 16:00,PlusLiga,2009/2010,3-1
Poland,Rzeszow,Olsztyn,06.03. 16:00,PlusLiga,2009/2010,3-1
Poland,Jastrzebski,Czestochowa,06.03. 13:45,PlusLiga,2009/2010,3-1
Poland,Jadar Radom,ONICO Warszawa,05.03. 17:00,PlusLiga,2009/2010,3-1
Poland,Kedzierzyn-Kozle,Jastrzebski,28.02. 13:45,PlusLiga,2009/2010,2-3
Poland,Olsztyn,Belchatow,27.02. 16:00,PlusLiga,2009/2010,1-3
Poland,ONICO Warszawa,Wielun,27.02. 16:00,PlusLiga,2009/2010,2-3
Poland,Czestochowa,Rzeszow,26.02. 17:00,PlusLiga,2009/2010,1-3
Poland,Bydgoszcz,Jadar Radom,25.02. 17:00,PlusLiga,2009/2010,3-1
Poland,Wielun,Jastrzebski,20.02. 17:00,PlusLiga,2009/2010,1-3
Poland,Jadar Radom,Olsztyn,20.02. 16:00,PlusLiga,2009/2010,1-3
Poland,Rzeszow,Kedzierzyn-Kozle,20.02. 16:00,PlusLiga,2009/2010,1-3
Poland,ONICO Warszawa,Bydgoszcz,20.02. 13:45,PlusLiga,2009/2010,3-1
Poland,Belchatow,Czestochowa,19.02. 17:00,PlusLiga,2009/2010,3-1
Poland,Bydgoszcz,Wielun,12.02. 17:00,PlusLiga,2009/2010,0-3
Poland,Jadar Radom,Kedzierzyn-Kozle,12.02. 17:00,PlusLiga,2009/2010,2-3
Poland,Kedzierzyn-Kozle,Belchatow,07.02. 13:45,PlusLiga,2009/2010,2-3
Poland,Czestochowa,Jadar Radom,06.02. 16:00,PlusLiga,2009/2010,3-0
Poland,Olsztyn,ONICO Warszawa,06.02. 16:00,PlusLiga,2009/2010,0-3
Poland,Jastrzebski,Rzeszow,06.02. 13:45,PlusLiga,2009/2010,1-3
Poland,Wielun,Rzeszow,30.01. 16:00,PlusLiga,2009/2010,0-3
Poland,Belchatow,Jastrzebski,29.01. 17:00,PlusLiga,2009/2010,3-1
Poland,Bydgoszcz,Olsztyn,29.01. 17:00,PlusLiga,2009/2010,2-3
Poland,Czestochowa,ONICO Warszawa,21.01. 17:00,PlusLiga,2009/2010,3-0
Poland,Czestochowa,Bydgoszcz,17.01. 16:00,PlusLiga,2009/2010,2-3
Poland,Jastrzebski,Jadar Radom,16.01. 16:00,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,ONICO Warszawa,16.01. 16:00,PlusLiga,2009/2010,3-0
Poland,Rzeszow,Belchatow,16.01. 13:45,PlusLiga,2009/2010,0-3
Poland,Olsztyn,Wielun,15.01. 17:00,PlusLiga,2009/2010,3-0
Poland,Bydgoszcz,Kedzierzyn-Kozle,10.01. 13:45,PlusLiga,2009/2010,0-3
Poland,Olsztyn,Czestochowa,09.01. 16:00,PlusLiga,2009/2010,2-3
Poland,Rzeszow,Jadar Radom,09.01. 16:00,PlusLiga,2009/2010,3-0
Poland,Belchatow,Wielun,09.01. 14:00,PlusLiga,2009/2010,3-0
Poland,ONICO Warszawa,Jastrzebski,09.01. 13:45,PlusLiga,2009/2010,0-3
Poland,ONICO Warszawa,Rzeszow,18.12. 17:00,PlusLiga,2009/2010,0-3
Poland,Czestochowa,Belchatow,17.12. 19:30,PlusLiga,2009/2010,3-0
Poland,Olsztyn,Kedzierzyn-Kozle,14.12. 17:00,PlusLiga,2009/2010,0-3
Poland,Czestochowa,Wielun,12.12. 16:00,PlusLiga,2009/2010,3-0
Poland,Jadar Radom,Belchatow,12.12. 16:00,PlusLiga,2009/2010,0-3
Poland,Jastrzebski,Bydgoszcz,12.12. 13:45,PlusLiga,2009/2010,3-0
Poland,Belchatow,Olsztyn,10.12. 17:00,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Czestochowa,06.12. 13:45,PlusLiga,2009/2010,3-2
Poland,Belchatow,ONICO Warszawa,05.12. 18:00,PlusLiga,2009/2010,2-3
Poland,Wielun,Jadar Radom,05.12. 17:00,PlusLiga,2009/2010,1-3
Poland,Jastrzebski,Olsztyn,05.12. 16:00,PlusLiga,2009/2010,3-2
Poland,Rzeszow,Bydgoszcz,05.12. 13:45,PlusLiga,2009/2010,0-3
Poland,Czestochowa,Jastrzebski,28.11. 16:00,PlusLiga,2009/2010,2-3
Poland,Kedzierzyn-Kozle,Wielun,28.11. 16:00,PlusLiga,2009/2010,3-0
Poland,Bydgoszcz,Belchatow,28.11. 13:45,PlusLiga,2009/2010,0-3
Poland,Olsztyn,Rzeszow,27.11. 17:00,PlusLiga,2009/2010,2-3
Poland,ONICO Warszawa,Jadar Radom,26.11. 17:30,PlusLiga,2009/2010,3-2
Poland,Rzeszow,Czestochowa,09.11. 17:00,PlusLiga,2009/2010,2-3
Poland,Wielun,ONICO Warszawa,07.11. 17:00,PlusLiga,2009/2010,3-0
Poland,Jadar Radom,Bydgoszcz,07.11. 16:00,PlusLiga,2009/2010,1-3
Poland,Jastrzebski,Kedzierzyn-Kozle,07.11. 13:45,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Rzeszow,04.11. 19:30,PlusLiga,2009/2010,3-0
Poland,Bydgoszcz,ONICO Warszawa,04.11. 17:00,PlusLiga,2009/2010,3-1
Poland,Jastrzebski,Wielun,04.11. 17:00,PlusLiga,2009/2010,3-2
Poland,Olsztyn,Jadar Radom,04.11. 17:00,PlusLiga,2009/2010,3-1
Poland,ONICO Warszawa,Olsztyn,30.10. 17:30,PlusLiga,2009/2010,0-3
Poland,Rzeszow,Jastrzebski,30.10. 16:30,PlusLiga,2009/2010,3-0
Poland,Jadar Radom,Czestochowa,29.10. 17:00,PlusLiga,2009/2010,3-1
Poland,Wielun,Bydgoszcz,29.10. 17:00,PlusLiga,2009/2010,1-3
Poland,Belchatow,Kedzierzyn-Kozle,28.10. 16:30,PlusLiga,2009/2010,3-1
Poland,Rzeszow,Wielun,24.10. 15:30,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Jadar Radom,24.10. 15:00,PlusLiga,2009/2010,3-0
Poland,Jastrzebski,Belchatow,24.10. 12:45,PlusLiga,2009/2010,1-3
Poland,Olsztyn,Bydgoszcz,23.10. 16:00,PlusLiga,2009/2010,0-3
Poland,ONICO Warszawa,Czestochowa,23.10. 16:00,PlusLiga,2009/2010,2-3
Poland,Jadar Radom,Jastrzebski,19.10. 16:00,PlusLiga,2009/2010,0-3
Poland,Bydgoszcz,Czestochowa,18.10. 12:45,PlusLiga,2009/2010,2-3
Poland,ONICO Warszawa,Kedzierzyn-Kozle,17.10. 15:00,PlusLiga,2009/2010,0-3
Poland,Belchatow,Rzeszow,17.10. 12:45,PlusLiga,2009/2010,3-2
Poland,Wielun,Olsztyn,16.10. 16:00,PlusLiga,2009/2010,3-0
Poland,Czestochowa,Olsztyn,12.10. 16:00,PlusLiga,2009/2010,3-0
Poland,Jadar Radom,Rzeszow,11.10. 12:45,PlusLiga,2009/2010,0-3
Poland,Jastrzebski,ONICO Warszawa,10.10. 15:00,PlusLiga,2009/2010,3-0
Poland,Kedzierzyn-Kozle,Bydgoszcz,10.10. 12:45,PlusLiga,2009/2010,2-3
Poland,Wielun,Belchatow,09.10. 16:00,PlusLiga,2009/2010,1-3
Poland,Wielun,Kielce,04.05. 16:00,PlusLiga,2010/2011,2-3
Poland,Kielce,Wielun,01.05. 14:00,PlusLiga,2010/2011,3-0
Poland,Wielun,Kielce,28.04. 16:00,PlusLiga,2010/2011,3-1
Poland,Kedzierzyn-Kozle,Belchatow,21.04. 17:00,PlusLiga,2010/2011,0-3
Poland,Kedzierzyn-Kozle,Belchatow,20.04. 16:00,PlusLiga,2010/2011,1-3
Poland,Kielce,Wielun,20.04. 16:00,PlusLiga,2010/2011,3-1
Poland,Czestochowa,Rzeszow,18.04. 16:00,PlusLiga,2010/2011,2-3
Poland,Wielun,Kielce,16.04. 16:00,PlusLiga,2010/2011,0-3
Poland,Belchatow,Kedzierzyn-Kozle,15.04. 16:00,PlusLiga,2010/2011,3-1
Poland,Rzeszow,Czestochowa,14.04. 16:00,PlusLiga,2010/2011,3-0
Poland,Belchatow,Kedzierzyn-Kozle,14.04. 15:30,PlusLiga,2010/2011,2-3
Poland,Rzeszow,Czestochowa,13.04. 16:00,PlusLiga,2010/2011,3-2
Poland,Bydgoszcz,ONICO Warszawa,13.04. 16:00,PlusLiga,2010/2011,1-3
Poland,Kielce,Wielun,13.04. 16:00,PlusLiga,2010/2011,2-3
Poland,Kedzierzyn-Kozle,Rzeszow,09.04. 15:00,PlusLiga,2010/2011,3-1
Poland,Kedzierzyn-Kozle,Rzeszow,08.04. 16:00,PlusLiga,2010/2011,3-0
Poland,Czestochowa,Belchatow,06.04. 16:00,PlusLiga,2010/2011,1-3
Poland,Olsztyn,Kielce,04.04. 16:00,PlusLiga,2010/2011,3-2
Poland,Belchatow,Czestochowa,03.04. 15:00,PlusLiga,2010/2011,3-1
Poland,ONICO Warszawa,Bydgoszcz,03.04. 15:00,PlusLiga,2010/2011,3-1
Poland,Rzeszow,Kedzierzyn-Kozle,03.04. 12:45,PlusLiga,2010/2011,3-0
Poland,Belchatow,Czestochowa,02.04. 16:00,PlusLiga,2010/2011,3-0
Poland,ONICO Warszawa,Bydgoszcz,02.04. 15:00,PlusLiga,2010/2011,3-0
Poland,Jastrzebski,Wielun,02.04. 15:00,PlusLiga,2010/2011,3-1
Poland,Rzeszow,Kedzierzyn-Kozle,02.04. 12:45,PlusLiga,2010/2011,2-3
Poland,ONICO Warszawa,Belchatow,30.03. 18:00,PlusLiga,2010/2011,3-2
Poland,Bydgoszcz,Kedzierzyn-Kozle,30.03. 16:00,PlusLiga,2010/2011,1-3
Poland,Rzeszow,Czestochowa,30.03. 16:00,PlusLiga,2010/2011,2-3
Poland,Kielce,Olsztyn,26.03. 17:00,PlusLiga,2010/2011,1-3
Poland,Czestochowa,Belchatow,26.03. 16:00,PlusLiga,2010/2011,0-3
Poland,Kedzierzyn-Kozle,Rzeszow,26.03. 16:00,PlusLiga,2010/2011,3-1
Poland,ONICO Warszawa,Bydgoszcz,26.03. 16:00,PlusLiga,2010/2011,0-3
Poland,Belchatow,Kedzierzyn-Kozle,23.03. 17:00,PlusLiga,2010/2011,3-2
Poland,Bydgoszcz,Rzeszow,23.03. 17:00,PlusLiga,2010/2011,1-3
Poland,Olsztyn,Kielce,19.03. 17:00,PlusLiga,2010/2011,3-2
Poland,Wielun,Jastrzebski,19.03. 17:00,PlusLiga,2010/2011,2-3
Poland,Czestochowa,Bydgoszcz,19.03. 16:00,PlusLiga,2010/2011,3-0
Poland,Kedzierzyn-Kozle,ONICO Warszawa,19.03. 16:00,PlusLiga,2010/2011,3-2
Poland,Rzeszow,Belchatow,19.03. 13:45,PlusLiga,2010/2011,2-3
Poland,Czestochowa,Kedzierzyn-Kozle,16.03. 17:00,PlusLiga,2010/2011,1-3
Poland,ONICO Warszawa,Rzeszow,15.03. 19:00,PlusLiga,2010/2011,2-3
Poland,Jastrzebski,Wielun,13.03. 14:00,PlusLiga,2010/2011,3-0
Poland,Kielce,Olsztyn,12.03. 17:00,PlusLiga,2010/2011,3-2
Poland,Olsztyn,Kielce,05.03. 16:00,PlusLiga,2010/2011,1-3
Poland,ONICO Warszawa,Czestochowa,05.03. 13:45,PlusLiga,2010/2011,3-2
Poland,Jastrzebski,Wielun,04.03. 17:00,PlusLiga,2010/2011,3-0
Poland,Wielun,Olsztyn,26.02. 17:00,PlusLiga,2010/2011,3-2
Poland,Bydgoszcz,Belchatow,26.02. 13:45,PlusLiga,2010/2011,1-3
Poland,Kielce,Jastrzebski,25.02. 17:00,PlusLiga,2010/2011,3-0
Poland,Wielun,Kielce,19.02. 17:00,PlusLiga,2010/2011,1-3
Poland,Czestochowa,Rzeszow,19.02. 16:00,PlusLiga,2010/2011,1-3
Poland,Kedzierzyn-Kozle,Bydgoszcz,19.02. 16:00,PlusLiga,2010/2011,3-0
Poland,Olsztyn,Jastrzebski,19.02. 16:00,PlusLiga,2010/2011,1-3
Poland,Belchatow,ONICO Warszawa,19.02. 13:45,PlusLiga,2010/2011,3-0
Poland,Bydgoszcz,ONICO Warszawa,17.02. 18:00,PlusLiga,2010/2011,0-3
Poland,Belchatow,Czestochowa,16.02. 17:00,PlusLiga,2010/2011,3-1
Poland,Rzeszow,Kedzierzyn-Kozle,16.02. 17:00,PlusLiga,2010/2011,3-2
Poland,Kielce,Olsztyn,12.02. 17:00,PlusLiga,2010/2011,0-3
Poland,Wielun,Jastrzebski,12.02. 17:00,PlusLiga,2010/2011,1-3
Poland,Rzeszow,Bydgoszcz,12.02. 16:00,PlusLiga,2010/2011,3-0
Poland,Kedzierzyn-Kozle,Belchatow,12.02. 13:45,PlusLiga,2010/2011,0-3
Poland,Czestochowa,ONICO Warszawa,11.02. 17:00,PlusLiga,2010/2011,3-2
Poland,Olsztyn,Wielun,07.02. 17:00,PlusLiga,2010/2011,2-3
Poland,ONICO Warszawa,Kedzierzyn-Kozle,06.02. 14:00,PlusLiga,2010/2011,2-3
Poland,Jastrzebski,Kielce,05.02. 16:00,PlusLiga,2010/2011,2-3
Poland,Belchatow,Rzeszow,05.02. 13:45,PlusLiga,2010/2011,3-0
Poland,Bydgoszcz,Czestochowa,04.02. 17:00,PlusLiga,2010/2011,2-3
Poland,Kedzierzyn-Kozle,Czestochowa,30.01. 13:45,PlusLiga,2010/2011,1-3
Poland,Jastrzebski,Olsztyn,29.01. 17:00,PlusLiga,2010/2011,3-2
Poland,Kielce,Wielun,29.01. 17:00,PlusLiga,2010/2011,2-3
Poland,Belchatow,Bydgoszcz,29.01. 15:00,PlusLiga,2010/2011,3-0
Poland,Rzeszow,ONICO Warszawa,29.01. 13:45,PlusLiga,2010/2011,3-1
Poland,Belchatow,ONICO Warszawa,26.01. 17:00,PlusLiga,2010/2011,3-1
Poland,Jastrzebski,Wielun,26.01. 17:00,PlusLiga,2010/2011,1-3
Poland,Kedzierzyn-Kozle,Bydgoszcz,26.01. 17:00,PlusLiga,2010/2011,3-0
Poland,Kielce,Czestochowa,26.01. 17:00,PlusLiga,2010/2011,2-3
Poland,Rzeszow,Olsztyn,26.01. 17:00,PlusLiga,2010/2011,3-0
Poland,Bydgoszcz,Rzeszow,18.01. 17:00,PlusLiga,2010/2011,1-3
Poland,Czestochowa,Kedzierzyn-Kozle,18.01. 17:00,PlusLiga,2010/2011,0-3
Poland,Olsztyn,Jastrzebski,18.01. 17:00,PlusLiga,2010/2011,2-3
Poland,ONICO Warszawa,Kielce,18.01. 17:00,PlusLiga,2010/2011,3-2
Poland,Wielun,Belchatow,17.01. 17:00,PlusLiga,2010/2011,2-3
Poland,Kielce,Kedzierzyn-Kozle,15.01. 17:00,PlusLiga,2010/2011,1-3
Poland,Jastrzebski,Bydgoszcz,15.01. 16:00,PlusLiga,2010/2011,1-3
Poland,Belchatow,Olsztyn,15.01. 15:00,PlusLiga,2010/2011,3-0
Poland,Rzeszow,Czestochowa,15.01. 13:45,PlusLiga,2010/2011,3-0
Poland,ONICO Warszawa,Wielun,14.01. 17:00,PlusLiga,2010/2011,3-0
Poland,Wielun,Kielce,10.01. 17:00,PlusLiga,2010/2011,3-0
Poland,Kedzierzyn-Kozle,Rzeszow,09.01. 13:45,PlusLiga,2010/2011,2-3
Poland,Bydgoszcz,Belchatow,08.01. 16:00,PlusLiga,2010/2011,1-3
Poland,Czestochowa,Jastrzebski,08.01. 16:00,PlusLiga,2010/2011,2-3
Poland,Olsztyn,ONICO Warszawa,08.01. 16:00,PlusLiga,2010/2011,3-2
Poland,Kedzierzyn-Kozle,Belchatow,02.01. 13:45,PlusLiga,2010/2011,2-3
Poland,Belchatow,Rzeszow,30.12. 19:30,PlusLiga,2010/2011,3-1
Poland,ONICO Warszawa,Bydgoszcz,29.12. 18:00,PlusLiga,2010/2011,3-0
Poland,Jastrzebski,Kedzierzyn-Kozle,29.12. 17:00,PlusLiga,2010/2011,0-3
Poland,Wielun,Olsztyn,29.12. 17:00,PlusLiga,2010/2011,2-3
Poland,Belchatow,Czestochowa,29.12. 16:00,PlusLiga,2010/2011,3-1
Poland,Kielce,Rzeszow,29.12. 16:00,PlusLiga,2010/2011,1-3
Poland,Bydgoszcz,Wielun,18.12. 16:00,PlusLiga,2010/2011,3-1
Poland,Rzeszow,Jastrzebski,18.12. 16:00,PlusLiga,2010/2011,3-0
Poland,Czestochowa,ONICO Warszawa,18.12. 13:45,PlusLiga,2010/2011,3-1
Poland,Olsztyn,Kielce,17.12. 19:00,PlusLiga,2010/2011,0-3
Poland,Kielce,Jastrzebski,11.12. 17:00,PlusLiga,2010/2011,3-1
Poland,Wielun,Czestochowa,11.12. 17:00,PlusLiga,2010/2011,0-3
Poland,Olsztyn,Bydgoszcz,11.12. 16:00,PlusLiga,2010/2011,2-3
Poland,ONICO Warszawa,Kedzierzyn-Kozle,11.12. 13:45,PlusLiga,2010/2011,3-1
Poland,Bydgoszcz,Kielce,04.12. 16:00,PlusLiga,2010/2011,3-0
Poland,Czestochowa,Olsztyn,04.12. 16:00,PlusLiga,2010/2011,3-0
Poland,Kedzierzyn-Kozle,Wielun,04.12. 16:00,PlusLiga,2010/2011,3-2
Poland,Rzeszow,ONICO Warszawa,04.12. 16:00,PlusLiga,2010/2011,3-1
Poland,Jastrzebski,Belchatow,04.12. 13:45,PlusLiga,2010/2011,1-3
Poland,Bydgoszcz,Czestochowa,01.12. 19:30,PlusLiga,2010/2011,0-3
Poland,Rzeszow,Wielun,01.12. 18:00,PlusLiga,2010/2011,3-0
Poland,Belchatow,Kielce,01.12. 17:00,PlusLiga,2010/2011,3-0
Poland,Jastrzebski,ONICO Warszawa,01.12. 17:00,PlusLiga,2010/2011,0-3
Poland,Olsztyn,Kedzierzyn-Kozle,01.12. 17:00,PlusLiga,2010/2011,2-3
Poland,Olsztyn,Rzeszow,28.11. 16:00,PlusLiga,2010/2011,0-3
Poland,Bydgoszcz,Kedzierzyn-Kozle,28.11. 13:45,PlusLiga,2010/2011,2-3
Poland,Wielun,Jastrzebski,27.11. 17:00,PlusLiga,2010/2011,0-3
Poland,Czestochowa,Kielce,27.11. 16:00,PlusLiga,2010/2011,3-0
Poland,ONICO Warszawa,Belchatow,27.11. 13:45,PlusLiga,2010/2011,0-3
Poland,Rzeszow,Bydgoszcz,21.11. 13:45,PlusLiga,2010/2011,1-3
Poland,Belchatow,Wielun,20.11. 18:00,PlusLiga,2010/2011,3-0
Poland,Kedzierzyn-Kozle,Czestochowa,20.11. 13:45,PlusLiga,2010/2011,2-3
Poland,Jastrzebski,Olsztyn,19.11. 17:00,PlusLiga,2010/2011,3-1
Poland,Kielce,ONICO Warszawa,18.11. 17:00,PlusLiga,2010/2011,3-1
Poland,Wielun,ONICO Warszawa,15.11. 17:00,PlusLiga,2010/2011,1-3
Poland,Czestochowa,Rzeszow,14.11. 13:45,PlusLiga,2010/2011,3-1
Poland,Bydgoszcz,Jastrzebski,13.11. 16:00,PlusLiga,2010/2011,3-1
Poland,Kedzierzyn-Kozle,Kielce,13.11. 16:00,PlusLiga,2010/2011,3-2
Poland,Olsztyn,Belchatow,13.11. 13:45,PlusLiga,2010/2011,0-3
Poland,Rzeszow,Kedzierzyn-Kozle,10.11. 19:30,PlusLiga,2010/2011,3-2
Poland,ONICO Warszawa,Olsztyn,10.11. 18:00,PlusLiga,2010/2011,3-0
Poland,Belchatow,Bydgoszcz,10.11. 17:00,PlusLiga,2010/2011,3-0
Poland,Jastrzebski,Czestochowa,10.11. 17:00,PlusLiga,2010/2011,1-3
Poland,Kielce,Wielun,10.11. 17:00,PlusLiga,2010/2011,1-3
Poland,Kedzierzyn-Kozle,Jastrzebski,07.11. 13:45,PlusLiga,2010/2011,1-3
Poland,Rzeszow,Kielce,06.11. 17:00,PlusLiga,2010/2011,3-1
Poland,Czestochowa,Belchatow,06.11. 16:00,PlusLiga,2010/2011,0-3
Poland,Olsztyn,Wielun,06.11. 16:00,PlusLiga,2010/2011,3-1
Poland,Bydgoszcz,ONICO Warszawa,06.11. 13:45,PlusLiga,2010/2011,1-3
Poland,Jastrzebski,Rzeszow,03.11. 19:30,PlusLiga,2010/2011,2-3
Poland,ONICO Warszawa,Czestochowa,03.11. 18:00,PlusLiga,2010/2011,1-3
Poland,Belchatow,Kedzierzyn-Kozle,03.11. 17:00,PlusLiga,2010/2011,3-2
Poland,Kielce,Olsztyn,03.11. 17:00,PlusLiga,2010/2011,3-1
Poland,Wielun,Bydgoszcz,03.11. 17:00,PlusLiga,2010/2011,3-0
Poland,Bydgoszcz,Olsztyn,31.10. 13:45,PlusLiga,2010/2011,3-0
Poland,Jastrzebski,Kielce,30.10. 15:00,PlusLiga,2010/2011,3-0
Poland,Kedzierzyn-Kozle,ONICO Warszawa,30.10. 15:00,PlusLiga,2010/2011,3-1
Poland,Rzeszow,Belchatow,30.10. 12:45,PlusLiga,2010/2011,3-1
Poland,Czestochowa,Wielun,29.10. 16:00,PlusLiga,2010/2011,3-0
Poland,ONICO Warszawa,Rzeszow,27.10. 18:30,PlusLiga,2010/2011,3-2
Poland,Belchatow,Jastrzebski,27.10. 16:00,PlusLiga,2010/2011,3-2
Poland,Kielce,Bydgoszcz,27.10. 16:00,PlusLiga,2010/2011,3-1
Poland,Olsztyn,Czestochowa,27.10. 16:00,PlusLiga,2010/2011,3-2
