Country,Home,Away,Time,League,Season,Result
Poland,Jastrzebski,Kedzierzyn-Kozle,13.01. 13:45,PlusLiga,2017/2018,1-3
Poland,Cuprum,Szczecin,12.01. 17:00,PlusLiga,2017/2018,3-1
Poland,Czarni Radom,Bedzin,12.01. 17:00,PlusLiga,2017/2018,3-0
Poland,Szczecin,Olsztyn,07.01. 19:00,PlusLiga,2017/2018,0-3
Poland,Bedzin,Cuprum,06.01. 17:00,PlusLiga,2017/2018,1-3
Poland,Bielsko-Biala,Jastrzebski,06.01. 16:00,PlusLiga,2017/2018,2-3
Poland,GKS Katowice,Czarni Radom,06.01. 16:00,PlusLiga,2017/2018,3-1
Poland,Kedzierzyn-Kozle,Zawiercie,06.01. 16:00,PlusLiga,2017/2018,3-1
Poland,Kielce,Rzeszow,06.01. 13:45,PlusLiga,2017/2018,3-1
Poland,ONICO Warszawa,Bydgoszcz,06.01. 13:45,PlusLiga,2017/2018,3-2
Poland,Gdansk,Belchatow,05.01. 17:00,PlusLiga,2017/2018,1-3
Poland,Bedzin,Olsztyn,30.12. 17:00,PlusLiga,2017/2018,3-1
Poland,ONICO Warszawa,Czarni Radom,30.12. 17:00,PlusLiga,2017/2018,3-1
Poland,Kielce,Jastrzebski,30.12. 16:00,PlusLiga,2017/2018,0-3
Poland,Kedzierzyn-Kozle,Belchatow,30.12. 13:45,PlusLiga,2017/2018,3-1
Poland,Szczecin,Rzeszow,29.12. 17:00,PlusLiga,2017/2018,0-3
Poland,Rzeszow,Bedzin,23.12. 16:00,PlusLiga,2017/2018,3-0
Poland,Zawiercie,Kielce,23.12. 16:00,PlusLiga,2017/2018,3-1
Poland,Jastrzebski,Szczecin,23.12. 14:00,PlusLiga,2017/2018,2-3
Poland,Gdansk,Kedzierzyn-Kozle,23.12. 13:45,PlusLiga,2017/2018,0-3
Poland,Belchatow,Bielsko-Biala,22.12. 17:00,PlusLiga,2017/2018,3-0
Poland,Czarni Radom,Bydgoszcz,22.12. 17:00,PlusLiga,2017/2018,3-1
Poland,Olsztyn,GKS Katowice,22.12. 17:00,PlusLiga,2017/2018,3-2
Poland,Cuprum,ONICO Warszawa,20.12. 17:00,PlusLiga,2017/2018,0-3
Poland,Bielsko-Biala,Zawiercie,18.12. 17:00,PlusLiga,2017/2018,2-3
Poland,GKS Katowice,Cuprum,17.12. 14:00,PlusLiga,2017/2018,1-3
Poland,Bydgoszcz,Gdansk,13.12. 17:00,PlusLiga,2017/2018,0-3
Poland,GKS Katowice,Rzeszow,13.12. 17:00,PlusLiga,2017/2018,0-3
Poland,ONICO Warszawa,Olsztyn,12.12. 18:00,PlusLiga,2017/2018,3-1
Poland,Bedzin,Jastrzebski,10.12. 19:00,PlusLiga,2017/2018,3-2
Poland,Szczecin,Zawiercie,10.12. 16:00,PlusLiga,2017/2018,3-2
Poland,Czarni Radom,Gdansk,10.12. 13:45,PlusLiga,2017/2018,1-3
Poland,Belchatow,Kielce,09.12. 17:00,PlusLiga,2017/2018,3-0
Poland,Bydgoszcz,Cuprum,08.12. 17:00,PlusLiga,2017/2018,0-3
Poland,Olsztyn,Bydgoszcz,04.12. 17:00,PlusLiga,2017/2018,3-2
Poland,Cuprum,Czarni Radom,03.12. 19:00,PlusLiga,2017/2018,2-3
Poland,Kedzierzyn-Kozle,Kielce,02.12. 16:00,PlusLiga,2017/2018,3-0
Poland,Zawiercie,Bedzin,02.12. 16:00,PlusLiga,2017/2018,3-1
Poland,Belchatow,Szczecin,02.12. 14:00,PlusLiga,2017/2018,3-1
Poland,Gdansk,Bielsko-Biala,02.12. 13:45,PlusLiga,2017/2018,3-0
Poland,Jastrzebski,GKS Katowice,02.12. 13:45,PlusLiga,2017/2018,3-1
Poland,Rzeszow,ONICO Warszawa,01.12. 17:00,PlusLiga,2017/2018,0-3
Poland,Czarni Radom,Jastrzebski,29.11. 17:00,PlusLiga,2017/2018,0-3
Poland,Cuprum,Gdansk,26.11. 19:00,PlusLiga,2017/2018,2-3
Poland,ONICO Warszawa,Jastrzebski,26.11. 13:45,PlusLiga,2017/2018,3-0
Poland,GKS Katowice,Zawiercie,25.11. 17:30,PlusLiga,2017/2018,0-3
Poland,Bedzin,Belchatow,25.11. 17:00,PlusLiga,2017/2018,0-3
Poland,Bydgoszcz,Rzeszow,25.11. 16:00,PlusLiga,2017/2018,1-3
Poland,Czarni Radom,Olsztyn,25.11. 13:45,PlusLiga,2017/2018,3-0
Poland,Kielce,Bielsko-Biala,24.11. 17:00,PlusLiga,2017/2018,2-3
Poland,Szczecin,Kedzierzyn-Kozle,24.11. 17:00,PlusLiga,2017/2018,2-3
Poland,Rzeszow,Zawiercie,22.11. 19:30,PlusLiga,2017/2018,2-3
Poland,Belchatow,Gdansk,22.11. 17:00,PlusLiga,2017/2018,3-0
Poland,GKS Katowice,Kedzierzyn-Kozle,21.11. 18:45,PlusLiga,2017/2018,0-3
Poland,Bielsko-Biala,Bydgoszcz,21.11. 17:30,PlusLiga,2017/2018,3-0
Poland,Kielce,Gdansk,19.11. 14:00,PlusLiga,2017/2018,0-3
Poland,Olsztyn,Cuprum,19.11. 13:45,PlusLiga,2017/2018,3-0
Poland,Kedzierzyn-Kozle,Bedzin,18.11. 16:00,PlusLiga,2017/2018,3-1
Poland,Zawiercie,ONICO Warszawa,18.11. 16:00,PlusLiga,2017/2018,2-3
Poland,Belchatow,GKS Katowice,18.11. 14:00,PlusLiga,2017/2018,3-0
Poland,Jastrzebski,Bydgoszcz,18.11. 14:00,PlusLiga,2017/2018,3-0
Poland,Rzeszow,Czarni Radom,18.11. 13:45,PlusLiga,2017/2018,3-1
Poland,Bielsko-Biala,Szczecin,17.11. 17:00,PlusLiga,2017/2018,3-2
Poland,Belchatow,Zawiercie,15.11. 19:30,PlusLiga,2017/2018,3-0
Poland,Kedzierzyn-Kozle,Olsztyn,14.11. 17:30,PlusLiga,2017/2018,3-2
Poland,Szczecin,Kielce,13.11. 18:00,PlusLiga,2017/2018,3-0
Poland,Bydgoszcz,Zawiercie,12.11. 13:45,PlusLiga,2017/2018,3-0
Poland,Bedzin,Bielsko-Biala,11.11. 13:45,PlusLiga,2017/2018,3-1
Poland,Cuprum,Rzeszow,10.11. 17:00,PlusLiga,2017/2018,2-3
Poland,Olsztyn,Gdansk,10.11. 17:00,PlusLiga,2017/2018,2-3
Poland,Belchatow,ONICO Warszawa,09.11. 17:00,PlusLiga,2017/2018,3-0
Poland,Kedzierzyn-Kozle,Bielsko-Biala,08.11. 17:30,PlusLiga,2017/2018,3-0
Poland,Zawiercie,Czarni Radom,06.11. 17:00,PlusLiga,2017/2018,2-3
Poland,Bielsko-Biala,GKS Katowice,04.11. 16:00,PlusLiga,2017/2018,1-3
Poland,Kedzierzyn-Kozle,ONICO Warszawa,04.11. 16:00,PlusLiga,2017/2018,3-1
Poland,Kielce,Bedzin,04.11. 16:00,PlusLiga,2017/2018,3-1
Poland,Belchatow,Bydgoszcz,04.11. 14:00,PlusLiga,2017/2018,3-0
Poland,Rzeszow,Olsztyn,04.11. 13:45,PlusLiga,2017/2018,3-0
Poland,Gdansk,Szczecin,03.11. 17:00,PlusLiga,2017/2018,1-3
Poland,Jastrzebski,Cuprum,03.11. 17:00,PlusLiga,2017/2018,3-0
Poland,Olsztyn,Jastrzebski,29.10. 13:45,PlusLiga,2017/2018,3-0
Poland,Bedzin,Szczecin,28.10. 17:00,PlusLiga,2017/2018,3-2
Poland,Cuprum,Zawiercie,28.10. 15:00,PlusLiga,2017/2018,3-2
Poland,GKS Katowice,Kielce,28.10. 15:00,PlusLiga,2017/2018,3-0
Poland,ONICO Warszawa,Bielsko-Biala,28.10. 15:00,PlusLiga,2017/2018,3-0
Poland,Rzeszow,Gdansk,28.10. 15:00,PlusLiga,2017/2018,0-3
Poland,Bydgoszcz,Kedzierzyn-Kozle,28.10. 12:45,PlusLiga,2017/2018,0-3
Poland,Czarni Radom,Belchatow,27.10. 16:00,PlusLiga,2017/2018,2-3
Poland,Jastrzebski,Bielsko-Biala,25.10. 16:00,PlusLiga,2017/2018,3-0
Poland,Gdansk,Bedzin,23.10. 16:30,PlusLiga,2017/2018,3-0
Poland,Szczecin,GKS Katowice,22.10. 12:45,PlusLiga,2017/2018,2-3
Poland,Kedzierzyn-Kozle,Czarni Radom,21.10. 15:00,PlusLiga,2017/2018,3-0
Poland,Kielce,ONICO Warszawa,21.10. 15:00,PlusLiga,2017/2018,0-3
Poland,Zawiercie,Olsztyn,21.10. 15:00,PlusLiga,2017/2018,3-2
Poland,Jastrzebski,Rzeszow,21.10. 12:45,PlusLiga,2017/2018,2-3
Poland,Belchatow,Cuprum,20.10. 16:00,PlusLiga,2017/2018,3-0
Poland,Cuprum,Kedzierzyn-Kozle,18.10. 18:30,PlusLiga,2017/2018,1-3
Poland,Bydgoszcz,Kielce,18.10. 16:00,PlusLiga,2017/2018,3-0
Poland,Czarni Radom,Bielsko-Biala,18.10. 16:00,PlusLiga,2017/2018,3-0
Poland,Jastrzebski,Gdansk,18.10. 16:00,PlusLiga,2017/2018,2-3
Poland,Olsztyn,Belchatow,18.10. 16:00,PlusLiga,2017/2018,3-2
Poland,GKS Katowice,Bedzin,18.10. 15:00,PlusLiga,2017/2018,3-0
Poland,ONICO Warszawa,Szczecin,17.10. 17:00,PlusLiga,2017/2018,0-3
Poland,Zawiercie,Jastrzebski,15.10. 12:45,PlusLiga,2017/2018,0-3
Poland,Gdansk,GKS Katowice,14.10. 13:00,PlusLiga,2017/2018,0-3
Poland,Belchatow,Rzeszow,14.10. 12:45,PlusLiga,2017/2018,3-0
Poland,Kielce,Czarni Radom,13.10. 16:00,PlusLiga,2017/2018,3-2
Poland,Bedzin,ONICO Warszawa,12.10. 17:00,PlusLiga,2017/2018,3-2
Poland,Szczecin,Bydgoszcz,12.10. 16:00,PlusLiga,2017/2018,3-2
Poland,Kedzierzyn-Kozle,Jastrzebski,11.10. 18:30,PlusLiga,2017/2018,3-0
Poland,Bielsko-Biala,Cuprum,11.10. 16:00,PlusLiga,2017/2018,1-3
Poland,ONICO Warszawa,GKS Katowice,09.10. 16:00,PlusLiga,2017/2018,3-1
Poland,Czarni Radom,Szczecin,08.10. 15:00,PlusLiga,2017/2018,1-3
Poland,Zawiercie,Gdansk,08.10. 15:00,PlusLiga,2017/2018,0-3
Poland,Jastrzebski,Belchatow,08.10. 10:30,PlusLiga,2017/2018,3-1
Poland,Bydgoszcz,Bedzin,07.10. 15:00,PlusLiga,2017/2018,0-3
Poland,Cuprum,Kielce,07.10. 15:00,PlusLiga,2017/2018,3-0
Poland,Olsztyn,Bielsko-Biala,07.10. 15:00,PlusLiga,2017/2018,3-1
Poland,Rzeszow,Kedzierzyn-Kozle,07.10. 11:00,PlusLiga,2017/2018,1-3
Poland,GKS Katowice,Bydgoszcz,04.10. 18:30,PlusLiga,2017/2018,1-3
Poland,Bedzin,Czarni Radom,04.10. 17:00,PlusLiga,2017/2018,1-3
Poland,Bielsko-Biala,Rzeszow,04.10. 16:30,PlusLiga,2017/2018,1-3
Poland,Gdansk,ONICO Warszawa,04.10. 16:30,PlusLiga,2017/2018,3-2
Poland,Kielce,Olsztyn,04.10. 16:00,PlusLiga,2017/2018,0-3
Poland,Szczecin,Cuprum,04.10. 16:00,PlusLiga,2017/2018,2-3
Poland,Zawiercie,Kedzierzyn-Kozle,01.10. 18:00,PlusLiga,2017/2018,1-3
Poland,Bydgoszcz,ONICO Warszawa,01.10. 13:00,PlusLiga,2017/2018,0-3
Poland,Czarni Radom,GKS Katowice,30.09. 15:00,PlusLiga,2017/2018,1-3
Poland,Rzeszow,Kielce,30.09. 15:00,PlusLiga,2017/2018,3-0
Poland,Olsztyn,Szczecin,30.09. 12:45,PlusLiga,2017/2018,3-1
Poland,Cuprum,Bedzin,29.09. 16:00,PlusLiga,2017/2018,3-0
Poland,Kedzierzyn-Kozle,ONICO Warszawa,04.05. 15:30,PlusLiga,2018/2019,3-1
Poland,Jastrzebski,Zawiercie,04.05. 12:45,PlusLiga,2018/2019,3-0
Poland,ONICO Warszawa,Kedzierzyn-Kozle,01.05. 18:30,PlusLiga,2018/2019,0-3
Poland,Zawiercie,Jastrzebski,01.05. 15:30,PlusLiga,2018/2019,2-3
Poland,Jastrzebski,Zawiercie,27.04. 15:30,PlusLiga,2018/2019,3-2
Poland,Kedzierzyn-Kozle,ONICO Warszawa,27.04. 12:45,PlusLiga,2018/2019,3-2
Poland,Czarni Radom,Belchatow,25.04. 15:30,PlusLiga,2018/2019,3-0
Poland,ONICO Warszawa,Jastrzebski,24.04. 18:30,PlusLiga,2018/2019,3-2
Poland,Kedzierzyn-Kozle,Zawiercie,24.04. 15:30,PlusLiga,2018/2019,3-1
Poland,Jastrzebski,ONICO Warszawa,19.04. 15:30,PlusLiga,2018/2019,0-3
Poland,Zawiercie,Kedzierzyn-Kozle,17.04. 15:30,PlusLiga,2018/2019,2-3
Poland,ONICO Warszawa,Jastrzebski,16.04. 18:30,PlusLiga,2018/2019,1-3
Poland,Belchatow,Czarni Radom,16.04. 15:30,PlusLiga,2018/2019,3-2
Poland,Czarni Radom,Belchatow,13.04. 18:30,PlusLiga,2018/2019,3-2
Poland,Kedzierzyn-Kozle,Zawiercie,13.04. 12:45,PlusLiga,2018/2019,1-3
Poland,Zawiercie,Czarni Radom,07.04. 15:30,PlusLiga,2018/2019,3-0
Poland,GKS Katowice,Rzeszow,06.04. 18:30,PlusLiga,2018/2019,0-3
Poland,Cuprum,Bydgoszcz,05.04. 16:00,PlusLiga,2018/2019,3-1
Poland,Gdansk,Olsztyn,05.04. 15:30,PlusLiga,2018/2019,3-0
Poland,Rzeszow,GKS Katowice,01.04. 18:30,PlusLiga,2018/2019,3-0
Poland,Bydgoszcz,Cuprum,31.03. 15:30,PlusLiga,2018/2019,2-3
Poland,Czarni Radom,Zawiercie,31.03. 12:45,PlusLiga,2018/2019,3-1
Poland,Olsztyn,Gdansk,30.03. 16:30,PlusLiga,2018/2019,0-3
Poland,Belchatow,Jastrzebski,30.03. 13:45,PlusLiga,2018/2019,0-3
Poland,Zawiercie,Czarni Radom,27.03. 19:30,PlusLiga,2018/2019,3-2
Poland,Jastrzebski,Belchatow,27.03. 16:30,PlusLiga,2018/2019,3-2
Poland,Kedzierzyn-Kozle,Belchatow,24.03. 13:45,PlusLiga,2018/2019,3-1
Poland,Gdansk,Bedzin,23.03. 16:30,PlusLiga,2018/2019,2-3
Poland,Cuprum,Zawiercie,23.03. 13:45,PlusLiga,2018/2019,0-3
Poland,ONICO Warszawa,Bydgoszcz,20.03. 19:30,PlusLiga,2018/2019,3-0
Poland,Rzeszow,Czarni Radom,19.03. 19:30,PlusLiga,2018/2019,3-1
Poland,GKS Katowice,Jastrzebski,19.03. 16:30,PlusLiga,2018/2019,1-3
Poland,ONICO Warszawa,Jastrzebski,17.03. 19:30,PlusLiga,2018/2019,3-0
Poland,Zawiercie,Olsztyn,17.03. 13:45,PlusLiga,2018/2019,3-0
Poland,Czarni Radom,Gdansk,16.03. 16:30,PlusLiga,2018/2019,3-0
Poland,GKS Katowice,Kedzierzyn-Kozle,16.03. 13:45,PlusLiga,2018/2019,1-3
Poland,Bedzin,Bydgoszcz,15.03. 19:30,PlusLiga,2018/2019,1-3
Poland,Cuprum,Rzeszow,15.03. 16:30,PlusLiga,2018/2019,3-0
Poland,Gdansk,Belchatow,11.03. 19:30,PlusLiga,2018/2019,2-3
Poland,Bydgoszcz,Rzeszow,11.03. 16:30,PlusLiga,2018/2019,1-3
Poland,Kedzierzyn-Kozle,Czarni Radom,10.03. 19:30,PlusLiga,2018/2019,3-1
Poland,Olsztyn,ONICO Warszawa,08.03. 19:30,PlusLiga,2018/2019,1-3
Poland,Gdansk,Zawiercie,08.03. 16:30,PlusLiga,2018/2019,1-3
Poland,Belchatow,GKS Katowice,07.03. 19:30,PlusLiga,2018/2019,3-1
Poland,Jastrzebski,Cuprum,07.03. 16:30,PlusLiga,2018/2019,3-0
Poland,Gdansk,Kedzierzyn-Kozle,05.03. 19:30,PlusLiga,2018/2019,3-1
Poland,Cuprum,Olsztyn,03.03. 16:30,PlusLiga,2018/2019,1-3
Poland,Zawiercie,Kedzierzyn-Kozle,03.03. 13:45,PlusLiga,2018/2019,1-3
Poland,Rzeszow,Jastrzebski,02.03. 19:30,PlusLiga,2018/2019,3-0
Poland,ONICO Warszawa,Gdansk,02.03. 16:30,PlusLiga,2018/2019,3-0
Poland,Czarni Radom,Belchatow,02.03. 13:45,PlusLiga,2018/2019,2-3
Poland,GKS Katowice,Bedzin,01.03. 19:30,PlusLiga,2018/2019,3-2
Poland,Bedzin,Czarni Radom,25.02. 19:30,PlusLiga,2018/2019,1-3
Poland,Bydgoszcz,Jastrzebski,25.02. 16:30,PlusLiga,2018/2019,0-3
Poland,Olsztyn,Rzeszow,24.02. 16:30,PlusLiga,2018/2019,3-0
Poland,Belchatow,Zawiercie,24.02. 13:45,PlusLiga,2018/2019,3-2
Poland,Gdansk,Cuprum,23.02. 19:30,PlusLiga,2018/2019,3-0
Poland,Kedzierzyn-Kozle,ONICO Warszawa,23.02. 13:45,PlusLiga,2018/2019,1-3
Poland,ONICO Warszawa,Belchatow,20.02. 19:30,PlusLiga,2018/2019,2-3
Poland,GKS Katowice,Bydgoszcz,20.02. 17:30,PlusLiga,2018/2019,3-1
Poland,Cuprum,Kedzierzyn-Kozle,20.02. 17:00,PlusLiga,2018/2019,0-3
Poland,Jastrzebski,Olsztyn,20.02. 17:00,PlusLiga,2018/2019,2-3
Poland,Zawiercie,Bedzin,20.02. 17:00,PlusLiga,2018/2019,3-1
Poland,Rzeszow,Gdansk,20.02. 16:30,PlusLiga,2018/2019,3-1
Poland,Belchatow,Cuprum,17.02. 16:30,PlusLiga,2018/2019,3-1
Poland,Gdansk,Jastrzebski,17.02. 13:45,PlusLiga,2018/2019,1-3
Poland,GKS Katowice,Czarni Radom,16.02. 16:30,PlusLiga,2018/2019,3-0
Poland,Kedzierzyn-Kozle,Rzeszow,16.02. 13:45,PlusLiga,2018/2019,0-3
Poland,Bydgoszcz,Olsztyn,15.02. 16:30,PlusLiga,2018/2019,3-1
Poland,ONICO Warszawa,Bedzin,14.02. 19:30,PlusLiga,2018/2019,3-0
Poland,Czarni Radom,Bydgoszcz,11.02. 19:30,PlusLiga,2018/2019,3-1
Poland,Olsztyn,Gdansk,10.02. 16:30,PlusLiga,2018/2019,2-3
Poland,Rzeszow,Belchatow,10.02. 13:45,PlusLiga,2018/2019,3-1
Poland,Cuprum,Bedzin,09.02. 16:30,PlusLiga,2018/2019,3-0
Poland,Jastrzebski,Kedzierzyn-Kozle,09.02. 13:45,PlusLiga,2018/2019,0-3
Poland,Czarni Radom,Zawiercie,07.02. 19:30,PlusLiga,2018/2019,3-1
Poland,Belchatow,Jastrzebski,06.02. 19:30,PlusLiga,2018/2019,1-3
Poland,Kedzierzyn-Kozle,Olsztyn,06.02. 17:30,PlusLiga,2018/2019,3-1
Poland,GKS Katowice,ONICO Warszawa,06.02. 16:30,PlusLiga,2018/2019,1-3
Poland,Bedzin,Rzeszow,05.02. 19:30,PlusLiga,2018/2019,1-3
Poland,Jastrzebski,Bedzin,03.02. 16:30,PlusLiga,2018/2019,3-0
Poland,Bydgoszcz,Gdansk,03.02. 13:45,PlusLiga,2018/2019,0-3
Poland,ONICO Warszawa,Czarni Radom,02.02. 16:30,PlusLiga,2018/2019,3-0
Poland,Olsztyn,Belchatow,02.02. 13:45,PlusLiga,2018/2019,3-1
Poland,Rzeszow,Zawiercie,01.02. 19:30,PlusLiga,2018/2019,0-3
Poland,Cuprum,GKS Katowice,01.02. 16:30,PlusLiga,2018/2019,3-1
Poland,Zawiercie,Bydgoszcz,30.01. 19:30,PlusLiga,2018/2019,3-1
Poland,Bedzin,Olsztyn,21.01. 19:30,PlusLiga,2018/2019,0-3
Poland,GKS Katowice,Rzeszow,20.01. 16:30,PlusLiga,2018/2019,3-0
Poland,Bydgoszcz,Kedzierzyn-Kozle,19.01. 19:30,PlusLiga,2018/2019,0-3
Poland,Zawiercie,ONICO Warszawa,19.01. 13:45,PlusLiga,2018/2019,3-1
Poland,Czarni Radom,Cuprum,18.01. 16:30,PlusLiga,2018/2019,3-1
Poland,GKS Katowice,Zawiercie,16.01. 19:30,PlusLiga,2018/2019,3-0
Poland,Jastrzebski,Zawiercie,14.01. 16:30,PlusLiga,2018/2019,3-1
Poland,Bydgoszcz,Cuprum,13.01. 19:30,PlusLiga,2018/2019,2-3
Poland,Czarni Radom,Olsztyn,13.01. 13:45,PlusLiga,2018/2019,3-2
Poland,ONICO Warszawa,Rzeszow,12.01. 13:45,PlusLiga,2018/2019,3-0
Poland,GKS Katowice,Gdansk,11.01. 19:30,PlusLiga,2018/2019,3-1
Poland,Bedzin,Belchatow,11.01. 16:30,PlusLiga,2018/2019,0-3
Poland,Jastrzebski,Czarni Radom,29.12. 13:45,PlusLiga,2018/2019,3-0
Poland,Olsztyn,GKS Katowice,28.12. 19:30,PlusLiga,2018/2019,1-3
Poland,Belchatow,Bydgoszcz,28.12. 16:30,PlusLiga,2018/2019,3-0
Poland,Bedzin,Gdansk,22.12. 19:30,PlusLiga,2018/2019,0-3
Poland,Jastrzebski,GKS Katowice,22.12. 16:30,PlusLiga,2018/2019,3-0
Poland,Belchatow,Kedzierzyn-Kozle,22.12. 13:45,PlusLiga,2018/2019,1-3
Poland,Bydgoszcz,ONICO Warszawa,21.12. 19:30,PlusLiga,2018/2019,1-3
Poland,Zawiercie,Cuprum,21.12. 16:30,PlusLiga,2018/2019,3-1
Poland,Czarni Radom,Rzeszow,20.12. 19:30,PlusLiga,2018/2019,1-3
Poland,Bydgoszcz,Bedzin,17.12. 16:30,PlusLiga,2018/2019,3-0
Poland,Rzeszow,Cuprum,16.12. 19:30,PlusLiga,2018/2019,3-0
Poland,Jastrzebski,ONICO Warszawa,16.12. 16:30,PlusLiga,2018/2019,2-3
Poland,Gdansk,Czarni Radom,16.12. 13:45,PlusLiga,2018/2019,0-3
Poland,Olsztyn,Zawiercie,15.12. 19:30,PlusLiga,2018/2019,2-3
Poland,Kedzierzyn-Kozle,GKS Katowice,15.12. 16:30,PlusLiga,2018/2019,3-1
Poland,ONICO Warszawa,Olsztyn,12.12. 19:30,PlusLiga,2018/2019,3-1
Poland,GKS Katowice,Belchatow,12.12. 18:00,PlusLiga,2018/2019,3-0
Poland,Cuprum,Jastrzebski,12.12. 17:00,PlusLiga,2018/2019,2-3
Poland,Rzeszow,Bydgoszcz,12.12. 17:00,PlusLiga,2018/2019,3-2
Poland,Zawiercie,Gdansk,12.12. 17:00,PlusLiga,2018/2019,3-2
Poland,Czarni Radom,Kedzierzyn-Kozle,12.12. 16:30,PlusLiga,2018/2019,0-3
Poland,Bedzin,GKS Katowice,10.12. 17:00,PlusLiga,2018/2019,2-3
Poland,Olsztyn,Cuprum,09.12. 16:30,PlusLiga,2018/2019,2-3
Poland,Belchatow,Czarni Radom,09.12. 13:45,PlusLiga,2018/2019,3-1
Poland,Kedzierzyn-Kozle,Zawiercie,08.12. 16:30,PlusLiga,2018/2019,3-1
Poland,Jastrzebski,Rzeszow,08.12. 13:45,PlusLiga,2018/2019,3-1
Poland,Gdansk,ONICO Warszawa,07.12. 19:30,PlusLiga,2018/2019,1-3
Poland,ONICO Warszawa,GKS Katowice,04.12. 19:30,PlusLiga,2018/2019,3-1
Poland,Kedzierzyn-Kozle,Bedzin,30.11. 19:30,PlusLiga,2018/2019,3-0
Poland,Szczecin,Gdansk,29.11. 18:00,PlusLiga,2018/2019,0-3
Poland,ONICO Warszawa,Kedzierzyn-Kozle,27.11. 18:00,PlusLiga,2018/2019,1-3
Poland,Jastrzebski,Bydgoszcz,26.11. 17:00,PlusLiga,2018/2019,0-3
Poland,Cuprum,Gdansk,25.11. 13:45,PlusLiga,2018/2019,0-3
Poland,Zawiercie,Belchatow,24.11. 16:30,PlusLiga,2018/2019,3-1
Poland,GKS Katowice,Szczecin,24.11. 13:45,PlusLiga,2018/2019,3-1
Poland,Rzeszow,Olsztyn,23.11. 19:30,PlusLiga,2018/2019,2-3
Poland,Czarni Radom,Bedzin,23.11. 17:00,PlusLiga,2018/2019,3-0
Poland,Cuprum,ONICO Warszawa,21.11. 17:00,PlusLiga,2018/2019,1-3
Poland,Bedzin,Zawiercie,19.11. 17:00,PlusLiga,2018/2019,2-3
Poland,Szczecin,Czarni Radom,18.11. 16:30,PlusLiga,2018/2019,3-1
Poland,Olsztyn,Jastrzebski,18.11. 13:45,PlusLiga,2018/2019,1-3
Poland,Bydgoszcz,GKS Katowice,17.11. 16:30,PlusLiga,2018/2019,3-1
Poland,Belchatow,ONICO Warszawa,17.11. 13:45,PlusLiga,2018/2019,3-0
Poland,Kedzierzyn-Kozle,Cuprum,16.11. 19:30,PlusLiga,2018/2019,3-0
Poland,Gdansk,Rzeszow,16.11. 17:00,PlusLiga,2018/2019,1-3
Poland,Czarni Radom,GKS Katowice,12.11. 19:30,PlusLiga,2018/2019,3-0
Poland,Bedzin,ONICO Warszawa,12.11. 17:00,PlusLiga,2018/2019,1-3
Poland,Zawiercie,Szczecin,11.11. 16:30,PlusLiga,2018/2019,3-0
Poland,Rzeszow,Kedzierzyn-Kozle,11.11. 13:45,PlusLiga,2018/2019,2-3
Poland,Olsztyn,Bydgoszcz,10.11. 19:00,PlusLiga,2018/2019,3-0
Poland,Cuprum,Belchatow,10.11. 16:30,PlusLiga,2018/2019,0-3
Poland,Jastrzebski,Gdansk,10.11. 13:45,PlusLiga,2018/2019,3-0
Poland,Szczecin,ONICO Warszawa,08.11. 19:30,PlusLiga,2018/2019,3-1
Poland,Kedzierzyn-Kozle,Jastrzebski,07.11. 19:50,PlusLiga,2018/2019,3-0
Poland,Bedzin,Cuprum,07.11. 17:00,PlusLiga,2018/2019,1-3
Poland,Belchatow,Rzeszow,07.11. 17:00,PlusLiga,2018/2019,3-1
Poland,Bydgoszcz,Czarni Radom,07.11. 17:00,PlusLiga,2018/2019,1-3
Poland,Zawiercie,GKS Katowice,07.11. 17:00,PlusLiga,2018/2019,3-1
Poland,Gdansk,Bydgoszcz,04.11. 16:30,PlusLiga,2018/2019,3-1
Poland,Zawiercie,Czarni Radom,04.11. 13:45,PlusLiga,2018/2019,0-3
Poland,Cuprum,Szczecin,03.11. 19:00,PlusLiga,2018/2019,0-3
Poland,Rzeszow,Bedzin,03.11. 16:30,PlusLiga,2018/2019,0-3
Poland,Jastrzebski,Belchatow,03.11. 13:45,PlusLiga,2018/2019,3-1
Poland,Olsztyn,Kedzierzyn-Kozle,02.11. 19:30,PlusLiga,2018/2019,1-3
Poland,Gdansk,Olsztyn,31.10. 17:00,PlusLiga,2018/2019,3-2
Poland,Bedzin,Jastrzebski,29.10. 17:00,PlusLiga,2018/2019,2-3
Poland,Szczecin,Rzeszow,28.10. 19:00,PlusLiga,2018/2019,3-0
Poland,Kedzierzyn-Kozle,Gdansk,28.10. 16:30,PlusLiga,2018/2019,3-0
Poland,Bydgoszcz,Zawiercie,27.10. 15:30,PlusLiga,2018/2019,0-3
Poland,Belchatow,Olsztyn,27.10. 12:45,PlusLiga,2018/2019,0-3
Poland,Czarni Radom,ONICO Warszawa,26.10. 18:30,PlusLiga,2018/2019,3-0
Poland,GKS Katowice,Cuprum,26.10. 16:00,PlusLiga,2018/2019,0-3
Poland,Rzeszow,GKS Katowice,22.10. 16:00,PlusLiga,2018/2019,0-3
Poland,ONICO Warszawa,Zawiercie,21.10. 18:00,PlusLiga,2018/2019,3-1
Poland,Cuprum,Czarni Radom,21.10. 15:30,PlusLiga,2018/2019,0-3
Poland,Jastrzebski,Szczecin,21.10. 12:45,PlusLiga,2018/2019,0-3
